info_Nombre de la publicación aprobada por el Indautor,info_No. Expediente en CCPRI,info_Periodicidad,info_Nombre comercial,info_Nombre fiscal,info_RFC del medio impreso,info_Estado,info_Número exterior,info_Código postal,info_Municipio,info_Colonia,info_Calle,info_Teléfono1,info_Presidente/a,info_Director/a editorial,info_Jefe/a de información y/o redacción,info_Fecha fundación,info_Fecha ejemplar,info_Página electrónica,info_Correo electrónico,info_Director/a general,info_Representante legal,info_Gerente comercial,info_Ejemplar de muestra,info_Cuenta con código de ética,info_Carta protesta firmada por el/la títular o el/la representante legal del medio impreso sobre requisitos obligatorios,info_Carta de conocimiento de leyes generales firmada por el/ella representante legal y editor(a) responsable,info_Tipo Tarifa,circulacion_Nombre de la publicación aprobada por el Indautor,circulacion_No. Expediente en CCPRI,circulacion_Periodicidad,circulacion_Fecha de ingreso/actualización del archivo PDF en el sistema,circulacion_Fecha de emisión del certificado,circulacion_Tiraje promedio,circulacion_Tipo de persona física o moral que lleva a cabo la certificación,"circulacion_Nombre, denominación social o razón social según corresponda",circulacion_Número de ediciones evaluadas,circulacion_Promedio de circulación,circulacion_Ventas,circulacion_Devoluciones,circulacion_Circulación pagada,circulacion_Promedio de circulación pagada,perfil_Nombre de la publicación aprobada por el Indautor,perfil_No. Expediente en CCPRI,perfil_Periodicidad,"perfil_Nombre, denominación o razón social",perfil_Estado,perfil_Núm. Exterior,perfil_Núm. Interior,perfil_Código Postal,perfil_Municipio/Delegación,perfil_Colonia,perfil_Calle,perfil_Teléfono,perfil_Página electrónica,perfil_Instrumento de medición,perfil_Universo,perfil_Tamaño de muestra,perfil_Nivel de confianza,perfil_Inicio,perfil_Termino,perfil_Tipo de entrevista o estrategia para el estudio,perfil_Margen de error,perfil_Mujeres,perfil_Hombres,perfil_Urbana,19-24,25-34,35-44,45-54,AB/C+,C,D+,Licenciatura,Postgrado,Preparatoria o Carrera Técnica,Primaria,Secundaria,Ama De Casa,Estudiante,Otro,Retirado,Trabaja Tiempo,Trabaja Tiempo Completo,info_Gerente general,circulacion_Curriculum,perfil_Persona que realiza el perfil del/la lector/a,perfil_Correo Electrónico,55-64,65 y más,D/E,Comerciante,Empleado,Hogar,Industrial,Obrero,Profesionista,circulacion_Distribución gratuita,circulacion_Circulación gratuita,circulacion_Promedio de circulación gratuita,Jubilado,Labores Del Hogar,info_Teléfono2,circulacion_Suscripciónes pagadas,Empleado IP,Empresario,Profesionista Independiente,Servidor Público,perfil_Rural,13-18,Iniciativa Privada,info_Número interior,circulacion_Directorio,circulacion_Metodología,Autoempleado,Director/Gerente,Maestro,Labor De Hogar,circulacion_Distribución a personas identificadas,circulacion_Circulación controlada,circulacion_Promedio de circulación controlada,Trabaja Medio Tiempo,0-12,Comerciantes,Desempleados,Estudiantes,Industriales,Política,Profesionistas,Otros,Sin Estudios,Empleados,Funcionarios,Al Hogar,Jubilado/Pensionado/Retirado,Temporalmente Desempleado,Trabaja,circulacion_Distribución calificada,circulacion_Circulación calificada,circulacion_Promedio de circulación calificada,info_Teléfono3,info_Teléfono4,Pensionado,Jubilado O Pensionado,Profesionistas Independientes,Otra,info_Fax,PPProfesionista Independiente,Agricultor,Ejecutivo,Funcionario Publico,Gobierno,Trabajo Por Su Cuenta,Desempleado,perfil_Mixta,Agricultor/Campesino,Comerciante Ambulante,Comerciante Formal,Empleado Empresa Privada,Pensionado/Jubilado,Periodista,Profesor,Trabaja Por Su Cuenta Como Profesionista,Trabaja Por Su Cuenta En Oficios,Funcionario Público,Sector Empresarial,Negocio Propio,Obrero / Artesano,Por Su Cuenta,Ventas,CASA,ESCUELA,OTROS,TRABAJO,TRANSPORTE,Independientes,Sector Público,Retiro,Trabajo Mediotiempo,Trabajo Tiempo Completo,Al Hogar Y Trabaja 1/2 Tiempo,Estudiante Y Trabaja 1/2 Tiempo,Solo Trabaja 1/2 Tiempo,Director,Dueño O Socio,Gerente,Empleado Privado O Público,Trabaja Medío Tiempo,Agricultor Y Ganadero,Temporamente Desemplado,Estudiante Y Trabaja Medio Tiempo,Servidor Publico,Labores DelHogar,Servidores Público,Profesionista Independiene,Empleado Independiente,Rofesionista,Servicio Pública,Estudiante Y Trabaja,Trabajo,No Contestó,Servicio Publico,Estudiante Y Trabaja 1/2 Medio Tiempo,Funcionario,circulacion_Vendidos a un precio menor del 50%,EMPLEADOS,FUNCIONARIOS,PROFESIONISTAS,Empresario IP,Empresa,Trabaja Por Su Cuenta,IP,Jubildo,Jubilado/pensionado/retirado,Político,Estudiente,Administrativos,Educadores,"Otros Profesionistas Diversos (ingenieros, Contadores)",Esmpresario,Trabajo Completo,Trabajo Medio Tiempo,Amas De Casa,Ejecutivas,Empresaria,Comercante,Profeaionista,Estudante,Estuiante,Empleado Ip,Comerciate,Profesional Independiente,Empleo IP,Servicio Público,Administración Pública,Diseño / Propietario,Jubilado O Pendionado,Agricultor O Ganadero,Empleado Privado,Jubilado Y Pensionado,Patrón/Empresario/Profesionista/Independiente,Trabaja Medo Tiempo,Obrero Pemex,Profesionista Independietne,Servicios Públicos,info_Alto,Estudiante Trabaja 1/2 Tiempo
MAZATLAN LA I NOTICIAS PARA MI,CCPRI/3/TC/13/19977,Diario,Mazatlan La I Noticias Para Mi,"Empresas El Debate, S.A. de C.V.",DEB000301QT5,Sinaloa,1,82157,Mazatlán,Costa Brava,Av. Circunvalación,669.989.0900 ,Luis Javier Salido Artola,María Andrea Miranda Ramos,Jesús Orlando Samaniego Meza,,22 MAR 2022, www.debate.com.mx,mary.avendano@debate.com.mx,Shamalak Edison Ibarra Valdez,Shamalak Edison Ibarra Valdez,Abigail Ramírez Valdez,SI,NO,SI,SI,Periódico,MAZATLAN LA I NOTICIAS PARA MI,CCPRI/3/TC/13/19977,Diario,02 MAY 2022,15 MAR 2022,4800,Certificadora,Agencia Certificadora y Gestora de Medios SC,88,4683,298848,10296,412104,4683,MAZATLAN LA I NOTICIAS PARA MI,CCPRI/3/TC/13/19977,Diario,"Agencia Certificadora y Gestora de Medios, S.C.",Ciudad De México,49,1402-14,6500,Cuauhtemoc,Cuauhtémoc,Río Mississipi,55.3685.2022,www.agenciacgm.com,Cuestionario,4683,397,96,08 MAR 2022,15 MAR 2022,Internet,Más Menos Cuatro,39%,61%,91%,19%,27%,21%,13%,16%,29%,32%,21%,,44%,11%,24%,,6%,5%,,,,,,MORAL,acgm.sc@gmail.com,8%,5%,23%,29%,31%,9%,,,13%,,,,,,,123552,,,,,9%,7%,7%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NOROESTE,CCPRI/3/TC/19/21253,Diario,Noroeste,"Sistema Periodístico de Sinaloa, S.A. de C.V.",SPS991213J77,Sinaloa,708,82100,Mazatlán,Fracc. CampoBello,Av. Benemérito de las Américas,66.9915.5200 ,,Adrián López Ortiz,Guillermina García,18 AGO 1979,, www.noroeste.com.mx,elizabeth@noroeste.com,Adrián López Ortiz,Adrián López Ortiz,Elizabeth Peraza,NO,NO,SI,SI,Periódico,NOROESTE,CCPRI/3/TC/19/21253,Diario,09 JUN 2021,11 MAY 2021,15000,Certificadora,"Romay Hermida y Cía, S. C.",92,14245.77,452250,58237,1237011,13445.77,NOROESTE,CCPRI/3/TC/19/21253,Diario,"Romay Hermida y Cía, S. C.",Puebla,73,,72810,San Andres Cholula,Paseos de Cholula,Paseo de Cholula,012222218809,,Cuestionario,4000,500,95,01 DIC 2020,31 DIC 2020,Internet,Más Menos Cinco,44%,56%,100%,,,13%,26%,21%,15%,30%,34%,5%,29%,14%,18%,,9%,,,,,,,MORAL,romayhermidayciasc@gmail.com,61%,,34%,26%,22%,,,,,73600,73600,800,,17%,66.7759.8100 ,842998,,,19%,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NOROESTE CULIACÁN,CCPRI/3/TC/19/21252,Diario,Noroeste Culiacán,"Servicios de Impresiones de Sinaloa, S.A. de C.V.",SIS1312055G5,Sinaloa,282,80000,Culiacán,Centro,Av. Ángel Flores,667.759.8100 ,,,Guillermina García Nevares,08 SEP 1973,, www.noroeste.com.mx,elizabeth@noroeste.com,Adrián López Ortiz,Elva Alicia Aguirre Franco,Elizabeth Peraza,SI,SI,SI,SI,Periódico,NOROESTE CULIACÁN,CCPRI/3/TC/19/21252,Diario,08 JUN 2021,11 MAY 2021,13000,Certificadora,"Romay Hermida y Cía, S. C.",92,11553.13,397845,101502,1030688,11203.13,NOROESTE CULIACÁN,CCPRI/3/TC/19/21252,Diario,"Romay Hermida y Cía, S. C.",Puebla,73,,72810,San Andres Cholula,Paseos de Cholula,Paseo de Cholula,012222218809,,Encuesta,7000,500,95,01 DIC 2020,31 DIC 2020,Internet,Más Menos Cinco,44%,56%,100%,,,13%,26%,21%,15%,30%,34%,5%,29%,14%,18%,,9%,,,,,,,MORAL,romayhermidayciasc@gmail.com,61%,,34%,26%,22%,,,,,32200,32200,350,,17%,,734345,,,19%,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RÍODOCE,CCPRI/3/TC/14/20063,Semanal,Ríodoce,"Reporteros En, S.A. de C.V.",REP021111N12,Sinaloa,701,80200,Culiacán,Jorge Aldama,C.Francisco Villa PTE,66.7752.1964 ,Ismael Bojórquez Perea,Ismael Bojórquez Perea,Andrés Villareal Ayala,23 NOV 2005,29 SEP 2019, www.riodoce.mx,feriodoce@hotmail.com,Ismael Bojórquez Perea,Ismael Bojórquez Perea,Maricruz Sandoval Liera,SI,NO,SI,SI,Periódico,RÍODOCE,CCPRI/3/TC/14/20063,Semanal,25 SEP 2019,02 OCT 2019,4750,Certificadora,Agencia Certificadora y Gestora de Medios SC,13,4500,61750,3250,58500,4500,RÍODOCE,CCPRI/3/TC/14/20063,Semanal,Agencia Certificadora y Gestora de Medios SC,Ciudad De México,49,1402 14,6500,Cuauhtemoc,Cuauhtémoc,Río Mississipi,5536852022,www.agenciacgm.com,Cuestionario,4500,235,95,01 OCT 2019,08 OCT 2019,Calle,Más Menos Cinco,33%,67%,98%,3%,37%,20%,14%,91%,5%,3%,64%,27%,9%,,,,,,,,,Ismael Bojórquez Perea,,MORAL,acgm.sc@gmail.com,16%,10%,1%,3%,,1%,,,60%,,,,,,,,,,,,2%,,13%,3,,,,,,,,,,,,,,,,6%,,17%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DIARIO DEL YAQUI,CCPRI/3/TC/09/18402,Diario,Diario Del Yaqui,Editorial Diario del Yaqui S.A. de C.V.,EDY5505166A7,Sonora,418,85000,Cajeme,Centro,Sinaloa,01.644.414.3232 ,Hugo Rafael Camou Rodríguez,Francisco Gonzalez Bolon,María Luz del Carmen Gamboa Díaz,09 ABR 1942,21 FEB 2019, www.diariodelyaqui.mx,dyaquiobregon01@hotmail.com,Javier Alejandro Lozano Toledo,Javier Alejandro Lozano Toledo,Carlos Daniel Mardueño Figueroa,SI,NO,SI,SI,Periódico,DIARIO DEL YAQUI,CCPRI/3/TC/09/18402,Diario,07 MAR 2019,18 FEB 2019,30270,Certificadora,Agencia Certificadora y Gestora de Medios SC,92,30000,2373600,828000,2484000,27000,DIARIO DEL YAQUI,CCPRI/3/TC/09/18402,Diario,"Agencia Certificadora y Gestora de Medios, S.C.",Ciudad De México,49,1402-14,6500,Cuauhtemoc,Cuauhtémoc,Río Mississipi,55.3685.2022,www.agenciacgm.com,Encuesta,30000,720,96,18 FEB 2019,25 FEB 2019,De Casa a Casa,Más Menos Cuatro,43%,57%,78%,10%,37%,12%,26%,47%,42%,,53%,10%,31%,,6%,,11%,,,,,,SI,MORAL,acgm.sc@gmail.com,10%,,11%,,,,5%,,42%,,,,,,,938400,,,,,22%,5%,34%,Sur,SI,,,,,,,,,,,,,,,,,8%,,,,,,,,276000,276000,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EL IMPARCIAL DIARIO INDEPENDIENTE DE SONORA,1/432-81-02459,Diario,El Imparcial Diario Independiente De Sonora,"Impresora y Editorial, S.A. de C.V.",IED551008NR2,Sonora,71,83000,Hermosillo,Hermosillo Centro,Sufragio Efectivo,66.2259.4700 ,Juan Fernando Healy Loera,Lourdes C. Lugo Zazueta,José Alberto Healy Noriega,01 MAY 1937,, www.elimparcial.com,dgranados@elimparcial.com,,Juan Fernando Healy Loera Mireille Sánchez Ibarra,María Luz Sobarzo,SI,NO,SI,SI,Periódico,EL IMPARCIAL DIARIO INDEPENDIENTE DE SONORA,1/432-81-02459,Diario,13 JUL 2020,23 MAR 2020,42241,Certificadora,"Romay Hermida y Cía, S. C.",121,42046.84,3205070,20571,5081140,41992.89,EL IMPARCIAL DIARIO INDEPENDIENTE DE SONORA,1/432-81-02459,Diario,"Romay Hermida y Cía, S. C.",Puebla,73,,72810,San Andres Cholula,Paseos de Cholula,Paseo de Cholula,012222218809,,Cuestionario,15600,500,95,01 DIC 2019,31 DIC 2019,Internet,Más Menos Cinco,42%,58%,100%,13%,27%,24%,24%,42%,29%,25%,27%,15%,28%,10%,20%,,19%,,,,,,,MORAL,romayhermidayciasc@gmail.com,,1%,4%,18%,24%,,,,,6528,6528,53.95,2%,20%,,1896641,,,17%,,,11%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EL SOL DE HERMOSILLO,CCPRI/3/TC/14/20284,Diario,El Sol De Hermosillo,"Diario La Expresión,S.A. de C.V.",DEX940330BT5,Sonora,37,83000,Hermosillo,Centro,Morelia,662.212.26900 ,Paquita Ramos de Vázquez,Gabriela Salido Vejar,Allan de la Rosa Salazar,30 MAR 1994,19 AGO 2018, http://www.oem.com.mx,ger.hmo@elsoldehermosillo.com.mx,Jesús Vidal García Galaz,Carlos Salvador Huerta Lara,Gabriela Salido Vejar,SI,NO,SI,SI,Periódico,EL SOL DE HERMOSILLO,CCPRI/3/TC/14/20284,Diario,13 MAR 2019,07 MAR 2019,7726,Certificadora,Agencia Certificadora y Gestora de Medios SC,88,7726,679888,,679888,7726,EL SOL DE HERMOSILLO,CCPRI/3/TC/14/20284,Diario,Agencia Certificadora y Gestora de Medios SC,Ciudad De México,49,1402 14,6500,Cuauhtemoc,Cuauhtémoc,Río Mississipi,5536852022,www.agenciacgm.com,Cuestionario,7726,485,97,28 FEB 2019,07 MAR 2019,Internet,Más Menos Tres,47%,53%,100%,6%,25%,39%,23%,30%,18%,33%,31%,17%,52%,,,13%,8%,,,,,,,MORAL,acgm.sc@gmail.com,7%,,19%,24%,29%,,,,24%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXPRESO MÁS CERCA DE TI,CCPRI/3/TC/19/21195,Diario,Expreso Más Cerca De Ti,"Medios y Editorial de Sonora, S.A. de C.V.",MES041022A51,Sonora,16,83190,Hermosillo,San Benito,Blvd. Abelardo L. Rodríguez,662.108.3000 ,,Luis Felipe Romandía Cacho,Sheryl Guadalupe García Pacheco,29 SEP 2005,, www.expreso.com.mx,luisromandia@expreso.com.mx,Luis Felipe Romandía Cacho,Luis Felipe Romandía Cacho,Rogelio Padilla Huerta,NO,NO,SI,SI,Periódico,EXPRESO MÁS CERCA DE TI,CCPRI/3/TC/19/21195,Diario,10 FEB 2022,27 ENE 2022,18000,Certificadora,"Romay Hermida y Cía, S. C.",90,17431.67,1413108,40426,1474350,16381.67,EXPRESO MÁS CERCA DE TI,CCPRI/3/TC/19/21195,Diario,"Romay Hermida y Cía, S. C.",Puebla,73,,72810,San Andres Cholula,Paseos de Cholula,Paseo de Cholula,012222218809,,Cuestionario,1000,500,95,01 DIC 2021,31 DIC 2021,Internet,Más Menos Cinco,45%,55%,100%,5%,24%,42%,15%,84%,11%,5%,37%,15%,38%,,10%,,6%,,,,,,,MORAL,romayhermidayciasc@gmail.com,10%,4%,,35%,,,,,,94500,94500,1050,,15%,,101668,10%,,19%,10%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HERMOSILLO LA I NOTICIAS PARA MÍ,CCPRI/3/TC/13/19789,Diario,Hermosillo La I Noticias Para Mí,"Impresora y Editorial, S.A. de C.V.",IED551008NR2,Sonora,71,83000,Hermosillo,Hermosillo Centro,Sufragio Efectivo y Mina,66.2259.4700 ,Juan Fernando Healy Loera,Lourdes C. Lugo Zazueta,Gonzalo Alberto Martínez López,29 SEP 2004,, www.elimparcial.com,dgranados@elimparcial.com,,Juan Fernando Healy Loera Mireille Sánchez Ibarra,María Luz Sobarzo,NO,NO,SI,SI,Periódico,HERMOSILLO LA I NOTICIAS PARA MÍ,CCPRI/3/TC/13/19789,Diario,14 JUL 2020,23 MAR 2020,30432,Certificadora,"Romay Hermida y Cía, S. C.",121,29770.07,3665902,63724,3602178,29770.07,HERMOSILLO LA I NOTICIAS PARA MÍ,CCPRI/3/TC/13/19789,Diario,"Romay Hermida y Cía, S. C.",Puebla,73,,72810,San Andres Cholula,Paseos de Cholula,Paseo de Cholula,012222218809,,Cuestionario,31400,500,95,01 DIC 2019,31 DIC 2019,Internet,Más Menos Cinco,45%,55%,100%,21%,31%,24%,12%,6%,22%,34%,6%,,23%,25%,46%,,20%,,,,,,SI,MORAL,romayhermidayciasc@gmail.com,,,38%,18%,24%,,,,,,,,2%,25%,01800.404.7777 ,,,,11%,,,12%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRIBUNA DE SAN LUIS,CCPRI/3/TC/09/18469,Diario,Tribuna De San Luis,"Cías. Periodísticas del Sol del Pacífico, S.A. de C V.",CPS7907264F9,Sonora,1017,83449,San Luis Rio Colorado,Comercial,Av. Juárez,01.653.534.2542 ,Paquita Ramos de Vázquez,Jesús Manuel Angulo Corral,Silvia García Ortíz,13 DIC 1974,09 OCT 2018, www.oem.com.mx,dirvoz@oem.com.mx,Paquita Ramos de Vázquez,Carlos Salvador Huerta Lara,Marco Fernando Ballesteros,SI,NO,SI,SI,Periódico,TRIBUNA DE SAN LUIS,CCPRI/3/TC/09/18469,Diario,12 MAR 2019,07 MAR 2019,7965,Certificadora,Agencia Certificadora y Gestora de Medios SC,88,7965,700920,,700920,7965,TRIBUNA DE SAN LUIS,CCPRI/3/TC/09/18469,Diario,Agencia Certificadora y Gestora de Medios SC,Ciudad De México,49,1402 14,6500,Cuauhtemoc,Cuauhtémoc,Río Mississipi,5536852022,www.agenciacgm.com,Cuestionario,7965,496,96,28 FEB 2019,07 MAR 2019,Internet,Más Menos Cuatro,47%,53%,100%,6%,25%,39%,23%,30%,18%,33%,36%,4%,48%,,12%,8%,5%,,,,,,,MORAL,acgm.sc@gmail.com,7%,,19%,24%,27%,,,,36%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRIBUNA DEL MAYO,CCPRI/3/TC/15/20408,Diario,Tribuna Del Mayo,"Tribuna del Mayo, S.A. de C.V.",IMA8202115B3,Sonora,103,85830,Navojoa,Reforma,General García Morales,644.422.0983 ,Gilberto Félix Bours,Alfredo Félix Nava,,05 DIC 1965,11 NOV 2018, www.tribuna.com.mx,mario.serrano@tribuna.com.mx,Alfredo Félix Nava,Alfredo Félix Nava,José Leonides Sainz Hermosillo,SI,NO,SI,SI,Periódico,TRIBUNA DEL MAYO,CCPRI/3/TC/15/20408,Diario,30 ENE 2019,17 DIC 2018,16671,Certificadora,"Agencia Certificadora y Gestora de Medios, S.C.",91,16536,1517061,12285,1504776,16536,TRIBUNA DEL MAYO,CCPRI/3/TC/15/20408,Diario,"Agencia Certificadora y Gestora de Medios, S.C.",Ciudad De México,49,1402-14,6500,Cuauhtemoc,Cuauhtémoc,Río Mississipi,55.3685.2022,http://www.agenciacgm.com,Cuestionario,16536,2241,95,10 DIC 2018,17 DIC 2018,Internet,Más Menos Cinco,39%,61%,100%,2%,23%,37%,32%,38%,36%,26%,27%,3%,56%,,14%,13%,6%,,,,,,SI,MORAL,acgm.sc@gmail.com,6%,,,27%,29%,,,,24%,,,,,,,,,,,,,,,,SI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AHORA NOTICIAS,CCPRI/3/TC/16/20601,Lunes A Viernes,Ahora Noticias,"A Diario Tabasco, S. de R.L. de C.V.",DTA101123RL6,Tabasco,236,86029,Villahermosa,José María Pino Suárez,Av. Ramón Mendoza,993.268.5365 ,,Marissa Perea Torres,Omar Duque,19 NOV 2011,14 FEB 2022, www.ahoranoticias.com.mx,ahoratabascocomercial@gmail.com,Alejandro Carlos Tovar Domínguez,Alejandro Carlos Tovar Domínguez,Alejandro Gutiérrez Romero,SI,NO,SI,SI,Periódico,AHORA NOTICIAS,CCPRI/3/TC/16/20601,Lunes A Viernes,22 FEB 2022,09 FEB 2022,10000,Certificadora,"Romay Hermida y Cía, S. C.",65,8164.74,468000,109881,439708,6764.74,AHORA NOTICIAS,CCPRI/3/TC/16/20601,Lunes A Viernes,"Romay Hermida y Cía, S. C.",Puebla,73,,72810,San Andres Cholula,Paseos de Cholula,Paseo de Cholula,012222218809,,Encuesta,7000,500,95,01 DIC 2021,31 DIC 2021,Internet,Más Menos Cinco,36%,64%,100%,18%,33%,24%,14%,78%,22%,,39%,15%,31%,5%,10%,,8%,,,,,,,MORAL,romayhermidayciasc@gmail.com,,11%,,,,,,,,91000,91000,1400,2%,10%,,81589,,19%,15%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17%,,,,,,,,,,,,,,,,,
DDT,CCPRI/3/TC/14/20244,Diario,Ddt,"Grupo Bicentenario, S.A. de C.V.",GBI100324MPA,Tabasco,917,86000,Villahermosa,Centro,Av. Rodolfo Ruiz Cortinez,99.3316.9928 ,Eduardo Macías Morales y Arturo Macías Morales,Carmen Elisa Ortiz Gómez,,01 ENE 2013,21 JUN 2019, www.diariodetabasco.mx,josecdguez@hotmail.com,,Arturo Macías Morales,Nuby Karina Velasco Zurita,SI,NO,,SI,Periódico,DDT,CCPRI/3/TC/14/20244,Diario,15 JUL 2019,05 JUL 2019,32800,Certificadora,"Romay Hermida y Cía, S. C.",88,33452.48,2693668,150454,2767818,31452.48,DDT,CCPRI/3/TC/14/20244,Diario,"Romay Hermida y Cía, S. C.",Puebla,73,,72810,San Andres Cholula,Paseos de Cholula,Paseo de Cholula,012222218809,,Cuestionario,2500,500,95,01 DIC 2018,31 DIC 2018,Calle,Más Menos Cinco,35%,65%,100%,40%,37%,,16%,78%,15%,7%,41%,15%,31%,5%,8%,,8%,,,,,,,MORAL,romayhermidayciasc@gmail.com,,,,28%,20%,,,,,176000,176000,2000,2%,18%,99.3316.9929 ,224604,,,24%,,,7%,,Edificio D Loc. 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.3316.9930 ,99.3316.9931 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DÍA A DÍA AVANCE TABASCO INFORMA,CCPRI/3/TC/10/18883,Diario,Día A Día Avance Tabasco Informa,"Editora e Impresora del Sureste, S.A. de C.V.",EIS800121PX0,Tabasco,116,86070,Villahermosa,Nueva Villahermosa,Av. Pages Llergo,993 3514400 ,Ignacio Francisco Cobo González,Luis García de la Cruz,Patricia del Carmen González Alcudia,12 NOV 1971,11 FEB 2019, www.diarioavancetabasco.com,prensa.6@hotmail.com,José Alfonso Valdivina Martínez,Ignacio Francisco Cobo González,Teresa Castañeda González,SI,NO,SI,SI,Periódico,DÍA A DÍA AVANCE TABASCO INFORMA,CCPRI/3/TC/10/18883,Diario,26 FEB 2019,14 ENE 2019,20000,Certificadora,"Agencia Certificadora y Gestora de Medios, S.C.",92,19558,1518736,41400,1615336,17558,DÍA A DÍA AVANCE TABASCO INFORMA,CCPRI/3/TC/10/18883,Diario,"Agencia Certificadora y Gestora de Medios, S.C.",Ciudad De México,49,1402-14,6500,Cuauhtemoc,Cuauhtémoc,Río Mississipi,55.3685.2022,http://www.agenciacgm.com,Cuestionario,19558,1345,95,07 ENE 2019,14 ENE 2019,Internet,Más Menos Cinco,24%,76%,15%,13%,23%,27%,24%,39%,61%,,31%,,69%,,,,,,,,,,,MORAL,acgm.sc@gmail.com,13%,,,37%,,,,,,,,,,,,138000,,5%,,,85%,,,3,,,,,,,46000,46000,500,,,,,,,,,,,,,,,,,138000,138000,1500,,,,,,,,,,28%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
